"ModelType","Name","Type","Body","Head","Hands","Legs","Feet"
"2944","Eden Shiva (Hydaelyn Form)","Unknown","","","","",""
"2945","Griffon Lion? (Mount)","Unknown","","","","",""
"2947","Eden Idol of Darkness Birds","Unknown","","","","",""
"2948","Generic Person - Holding Baby","Character","","","","",""
"2953","Gaia","Unknown","","","","",""
"2954","Eden Idol of Darkness Birds","Unknown","","","","",""
"2955","Eden Idol of Darkness Birds","Unknown","","","","",""
"2956","Investigate","Unknown","","","","",""
"2957","813P-operated Aegis Unit","Monster","","","","",""
"2958","724P-operated Superior Flight Unit","Monster","","","","",""
"2959","905P-operated Heavy Artillery Unit","Monster","","","","",""
"2960","Investigate","Unknown","","","","",""
"2961","that one blue shark bitch from anyder/maps","Unknown","","","","",""
"2962","second boss from bonk i think?","Unknown","","","","",""
"2963","Investigate","Unknown","","","","",""
"2964","Compound 2P","Monster","","","","",""
"2965","white pod (minion/npc/flying model?)","Unknown","","","","",""
"2966","Emerald Weapon","Unknown","","","","",""
"2967","Eden 12 Boss","Unknown","","","","",""
"2968","Spectral Berserker","Monster","","","","",""
"2969","Investigate","Unknown","","","","",""
"2970","4C6F6E67696E67: The Compound","Monster","","","","",""
"2971","Elddragon","Monster","","","","",""
"2972","Broken Pod","Unknown","","","","",""
"2973","Zul","Unknown","","","","",""
"2974","Jibanyan Couch (static)","Mount","","","","",""
"2975","Ell Tou (static)","Mount","","","","",""
"2976","Gwiber of Light (static)","Mount","","","","",""
"2977","Lalinator 5.H0","Minion","","","","",""
"2978","Wind-Up Mystel","Minion","","","","",""
"2979","Wind-Up Ardbert","Minion","","","","",""
"2980","Investigate","Unknown","","","","",""
"2981","Weatherproof Gaelicat","Minion","","","","",""
"2982","Ephemeral Necromancer","Minion","","","","",""
"2983","Allagan Melon","Minion","","","","",""
"2984","Sand Fox","Minion","","","","",""
"2985","Petit Pteranodon","Minion","","","","",""
"2986","Voltron Cat? (Minion)","Unknown","","","","",""
"2987","Lord Enma","Minion","","","","",""
"2988","Lord Ananta","Minion","","","","",""
"2989","Zazel","Minion","","","","",""
"2990","Demona","Minion","","","","",""
"2991","2B Automaton","Minion","","","","",""
"2992","2P Automaton","Minion","","","","",""
"2993","Investigate","Character","","","","",""
"2994","Investigate","Character","","","","",""
"2995","Investigate","Character","","","","",""
"2996","Spectral Necromancer","Monster","","","","",""
"2997","Water Orb","Effect","","","","",""
"2998","Fire Orb","Effect","","","","",""
"2999","Ball of feathers","Effect","","","","",""
"3000","Investigate","Unknown","","","","",""
"3001","Flight Unit Empty","Unknown","","","","",""
"3002","Investigate","Unknown","","","","",""
"3003","Floor Mine","Unknown","","","","",""
"3004","Red Orb of ouch","Unknown","","","","",""
"3005","Robot Chair pvp mount?","Unknown","","","","",""
"3006","Green Unicorn","Unknown","","","","",""
"3007","Red Parasol","Unknown","","","","",""
"3008","Purple Parasol","Unknown","","","","",""
"3009","Yellow Parasol","Unknown","","","","",""
"3010","Blue Checkered Parasol","Unknown","","","","",""
"3011","Red Checkered Parasol","Unknown","","","","",""
"3012","Black and White Checkered Parasol","Unknown","","","","",""
"3013","Investigate","Unknown","","","","",""
"3014","Pile of Androids (Nier raid)","Unknown","","","","",""
"3015","Investigate","Unknown","","","","",""
"3016","Investigate","Unknown","","","","",""
"3017","Robo Tree Thing","Unknown","","","","",""
"3018","Flight Unit with Android","Unknown","","","","",""
"3019","Robo Golem","Unknown","","","","",""
"3020","Big Dark 2P","Unknown","","","","",""
"3021","Eden 11 Boss","Unknown","","","","",""
"3022","Eden 9 Boss","Unknown","","","","",""
"3023","Eden 10 Boss","Unknown","","","","",""
"3024","Eden 11 Snake","Unknown","","","","",""
"3025","Cerebus?","Unknown","","","","",""
"3026","White Orange Unicorn","Unknown","","","","",""
"3027","Investigate","Unknown","","","","",""
"3028","Ironfrog Mover (Mount)","Unknown","","","","",""
"3029","Sapphire Weapon Kaiju Enemy","Unknown","","","","",""
"3030","Shiny Orb","Unknown","","","","",""
"3031","Sultana Portrait","Unknown","","","","",""
"3032","Fish ?? (Minion)","Unknown","","","","",""
"3033","Submarine ?? (Minion)","Unknown","","","","",""
"3034","Gaia (Minion)","Unknown","","","","",""
"3035","Investigate","Unknown","","","","",""
"3036","Investigate","Unknown","","","","",""
"3037","Investigate","Unknown","","","","",""
"3038","Investigate","Unknown","","","","",""
"3039","Investigate","Unknown","","","","",""
"3040","Investigate","Unknown","","","","",""
"3041","Ent creature?","Unknown","","","","",""
"3042","Angel Wings Glamour Thing (T-pose)","Unknown","","","","",""
"3043","Snowman (Mount)","Unknown","","","","",""
"3044","Investigate","Unknown","","","","",""
"3045","Eden (Mount)","Unknown","","","","",""
"3046","Investigate","Unknown","","","","",""
"3047","Investigate","Unknown","","","","",""
"3048","Eden 10 Boss (Standing)","Unknown","","","","",""
"3049","Emerald Weapon Right Claw","Unknown","","","","",""
"3050","Emerald Weapon Left Claw","Unknown","","","","",""
"3051","Investigate","Unknown","","","","",""
"3052","Investigate","Unknown","","","","",""
"3053","Investigate","Unknown","","","","",""
"3054","Mama Porxie","Unknown","","","","",""
"3055","Investigate","Unknown","","","","",""
"3056","Investigate","Unknown","","","","",""
"3057","Investigate","Unknown","","","","",""
"3058","Investigate","Unknown","","","","",""
"3059","White Lion Thing","Unknown","","","","",""
"3060","White Man Thing","Unknown","","","","",""
"3061","Emerald Weapon Gold","Unknown","","","","",""
"3062","Emerald Weapon Spike Ball","Unknown","","","","",""
"3063","Lunar Bahamut","Unknown","","","","",""
"3064","Porogo Blue","Unknown","","","","",""
"3065","Porogo Red","Unknown","","","","",""
"3066","Mushroom frog?","Unknown","","","","",""
"3067","Sonny of Ziggy","Unknown","","","","",""
"3068","Blue blob","Unknown","","","","",""
"3069","Tiki Fire golem","Unknown","","","","",""
"3070","Golden Garlean Chopper","Unknown","","","","",""
"3071","Investigate","Unknown","","","","",""
"3072","Investigate","Unknown","","","","",""
"3073","Investigate","Unknown","","","","",""
"3074","Mud ball","Unknown","","","","",""
"3075","Mud Boss (Matoya Dungeon)","Unknown","","","","",""
"3076","Investigate","Unknown","","","","",""
"3077","Investigate","Unknown","","","","",""
"3078","Investigate","Unknown","","","","",""
"3079","Investigate","Unknown","","","","",""
"3080","Investigate","Unknown","","","","",""
"3081","Investigate","Unknown","","","","",""
"3082","Investigate","Unknown","","","","",""
"3083","Investigate","Unknown","","","","",""
"3084","Investigate","Unknown","","","","",""
"3085","Investigate","Unknown","","","","",""
"3086","Investigate","Unknown","","","","",""
"3087","Eden 9 Boss Shiny Green","Unknown","","","","",""
"3088","Investigate","Unknown","","","","",""
"3089","Investigate","Unknown","","","","",""
"3091","Investigate","Unknown","","","","",""
"3092","Shiny blue electric orb","Unknown","","","","",""
"3093","Shiny yellow electric orb","Unknown","","","","",""
"3094","Eden 10 Boss Shadow","Unknown","","","","",""
"3095","Red ring of death","Unknown","","","","",""
"3096","Blue ring of death","Unknown","","","","",""
"3097","Orange shield wall","Unknown","","","","",""
"3098","Blue shield wall","Unknown","","","","",""
"3099","Investigate","Unknown","","","","",""
"3100","Investigate","Unknown","","","","",""
"3101","Investigate","Unknown","","","","",""
"3102","Chocorpokur","Unknown","","","","",""
"3103","Investigate","Unknown","","","","",""
"3104","Investigate","Unknown","","","","",""
"3105","Investigate","Unknown","","","","",""
"3106","Water Pixie thingy","Unknown","","","","",""
"3107","Investigate","Unknown","","","","",""
"3108","Investigate","Unknown","","","","",""
"3109","Investigate","Unknown","","","","",""
"3110","Investigate","Unknown","","","","",""
